Geneid,Chr,Start,End,Strand,Length,TSS,Length,genebody,TSS per kb,gb per kb,Pause index
FBgn0260744,3R,11974660,11975160,-,501,258,2904,309,514.97006,106.404959,4.83971862
FBgn0051551,3R,5627602,5628102,+,501,16,3182,21,31.9361277,6.59962288,4.83908374
FBgn0050021,2R,11232266,11232766,-,501,2313,5059,4829,4616.76647,954.53647,4.83665802
FBgn0038597,3R,18283410,18283910,+,501,249,1965,202,497.005988,102.798982,4.83473647
FBgn0032690,2L,18606582,18607082,+,501,207,1719,147,413.173653,85.5148342,4.8316021
FBgn0263240,2R,7492339,7492839,-,501,658,754,205,1313.37325,271.883289,4.83065089
FBgn0087012,3R,4612620,4613120,+,501,131,19435,1052,261.477046,54.1291484,4.83061444
FBgn0261387,2R,4824069,4824569,-,501,262,7894,855,522.954092,108.310109,4.82830363
FBgn0038271,3R,14889981,14890481,+,501,600,1157,287,1197.60479,248.055315,4.82797471
FBgn0026083,X,4116770,4117270,+,501,514,11997,2550,1025.9481,212.553138,4.82678408
FBgn0034181,2R,17019272,17019772,-,501,483,2297,459,964.071856,199.82586,4.82456003
FBgn0002466,3L,12514565,12515065,-,501,226,5818,544,451.097804,93.502922,4.82442468
FBgn0031304,2L,1129066,1129566,+,501,211,2096,183,421.157685,87.3091603,4.8237514
FBgn0034989,2R,24197574,24198074,+,501,254,3364,354,506.986028,105.231867,4.81779943
FBgn0262716,3L,8115652,8116152,-,501,366,1496,227,730.538922,151.737968,4.81447677
FBgn0039757,3R,30208770,30209270,-,501,1327,1574,866,2648.70259,550.190597,4.8141546
FBgn0022724,X,18101720,18102220,+,501,376,513,80,750.499002,155.945419,4.81257485
FBgn0027873,3R,29034323,29034823,+,501,254,1490,157,506.986028,105.369128,4.81152345
FBgn0025582,3L,16786691,16787191,-,501,699,700,203,1395.20958,290,4.81106752
FBgn0027083,3R,14259741,14260241,-,501,47,9949,194,93.8123752,19.4994472,4.81102743
FBgn0259985,2R,12027457,12027957,-,501,185,1094,84,369.261477,76.7824497,4.80919114
FBgn0030895,X,18103403,18103903,+,501,65,741,20,129.740519,26.9905533,4.80688623
FBgn0261363,2R,23064519,23065019,+,501,97,1415,57,193.612774,40.2826855,4.80635221
FBgn0010278,2R,23808754,23809254,-,501,429,1644,293,856.287425,178.223844,4.80456153
FBgn0085404,3R,23010312,23010812,-,501,12,9424,47,23.9520958,4.98726655,4.80265002
FBgn0028372,2R,19670368,19670868,+,501,141,1860,109,281.437126,58.6021505,4.80250508
FBgn0030510,X,13680250,13680750,-,501,15,1602,10,29.9401198,6.24219725,4.79640719
FBgn0002887,2L,8437919,8438419,+,501,193,3174,255,385.229541,80.3402647,4.79497476
FBgn0011758,X,17397228,17397728,+,501,20,4801,40,39.9201597,8.33159758,4.79141717
FBgn0005694,3L,21433172,21433672,+,501,235,4218,413,469.061876,97.9137032,4.79056415
FBgn0031575,2L,3867447,3867947,+,501,196,2729,223,391.217565,81.7149139,4.78759074
FBgn0033380,2R,9114024,9114524,+,501,361,757,114,720.558882,150.594452,4.78476381
FBgn0031950,2L,7799808,7800308,-,501,206,2745,236,411.177645,85.9744991,4.78255354
FBgn0030053,X,8588561,8589061,+,501,338,964,136,674.650699,141.078838,4.78208289
FBgn0039056,3R,23118150,23118650,+,501,952,4818,1918,1900.1996,398.090494,4.77328555
FBgn0022699,3L,6184670,6185170,-,501,239,1745,175,477.045908,100.286533,4.7568292
FBgn0000152,X,16683645,16684145,-,501,190,2807,224,379.241517,79.8004988,4.75237026
FBgn0032166,2L,9938613,9939113,+,501,364,3196,489,726.546906,153.003755,4.74855606
FBgn0052251,3L,4313233,4313733,+,501,132,4126,229,263.473054,55.5016966,4.74711712
FBgn0004106,2L,10386012,10386512,-,501,354,524,78,706.586826,148.854962,4.74681406
FBgn0026309,2R,17785885,17786385,+,501,386,1422,231,770.459082,162.447257,4.74282604
FBgn0030870,X,17830578,17831078,+,501,25,9878,104,49.9001996,10.5284471,4.73955934
FBgn0034114,2R,16321936,16322436,+,501,260,1616,177,518.962076,109.529703,4.73809443
FBgn0039252,3R,24931760,24932260,+,501,374,1910,301,746.506986,157.591623,4.73697124
FBgn0039634,3R,29112572,29113072,-,501,257,2770,300,512.974052,108.303249,4.73646041
FBgn0001099,3L,15509195,15509695,+,501,118,603,30,235.528942,49.7512438,4.73413174
FBgn0034113,2R,16320482,16320982,-,501,131,3420,189,261.477046,55.2631579,4.7314894
FBgn0038246,3R,14609392,14609892,+,501,23,8346,81,45.9081836,9.70524802,4.73024322
FBgn0038055,3R,12456323,12456823,+,501,282,872,104,562.874251,119.266055,4.71948411
FBgn0033607,2R,11283721,11284221,-,501,283,2488,298,564.870259,119.77492,4.71609801
FBgn0015714,2R,14873703,14874203,+,501,75,787,25,149.700599,31.7662008,4.71257485
FBgn0036763,3L,17849477,17849977,+,501,235,1727,172,469.061876,99.5946728,4.70970849
FBgn0261597,2L,18443027,18443527,-,501,1437,943,575,2868.26347,609.756098,4.7039521
FBgn0038957,3R,22389530,22390030,+,501,27,1570,18,53.8922156,11.4649682,4.7005988
FBgn0036479,3L,15113307,15113807,+,501,57,1817,44,113.772455,24.2157402,4.69828525
FBgn0000044,2R,20943771,20944271,+,501,30,1411,18,59.8802395,12.75691,4.69394544
FBgn0031851,2L,6717375,6717875,+,501,458,765,149,914.171657,194.771242,4.69356589
FBgn0026713,X,14201112,14201612,+,501,345,22371,3283,688.622754,146.752492,4.69240927
FBgn0031057,X,19683558,19684058,+,501,423,2851,513,844.311377,179.936864,4.69226459
FBgn0005626,3L,6719275,6719775,-,501,20,5170,44,39.9201597,8.5106383,4.69061876
FBgn0015279,3R,20634482,20634982,-,501,264,4761,535,526.946108,112.371351,4.68932789
FBgn0039890,4,193579,194079,-,501,278,8754,1036,554.89022,118.345899,4.68871523
FBgn0038610,3R,18380928,18381428,-,501,16,2055,14,31.9361277,6.81265207,4.68776732
FBgn0030745,X,16385028,16385528,+,501,182,2425,188,363.273453,77.5257732,4.68584108
FBgn0029839,X,6081122,6081622,-,501,31,1665,22,61.8762475,13.2132132,4.68290691
FBgn0260487,3R,27340372,27340872,+,501,10,30953,132,19.9600798,4.26453009,4.68048751
FBgn0036053,3L,9864099,9864599,-,501,229,3133,306,457.085828,97.6699649,4.67990163
FBgn0030789,X,16791016,16791516,-,501,242,862,89,483.033932,103.24826,4.67837359
FBgn0031010,X,19280099,19280599,-,501,42,2174,39,83.8323353,17.9392824,4.67311531
FBgn0039254,3R,24944987,24945487,+,501,193,1164,96,385.229541,82.4742268,4.67090818
FBgn0014075,3L,18872497,18872997,+,501,169,4499,325,337.325349,72.2382752,4.66962076
FBgn0028475,3R,23758307,23758807,-,501,381,2935,478,760.479042,162.86201,4.66946859
FBgn0266937,3L,18852323,18852823,+,501,9,7791,30,17.9640719,3.85059684,4.66526946
FBgn0267803,3R,7537592,7538092,+,501,22,2438,23,43.9121756,9.43396226,4.65469062
FBgn0040251,3R,11153599,11154099,-,501,23,1824,18,45.9081836,9.86842105,4.65202927
FBgn0035695,3L,6239818,6240318,-,501,25,4746,51,49.9001996,10.7458913,4.64365387
FBgn0002878,X,13721996,13722496,+,501,229,3868,381,457.085828,98.5005171,4.6404409
FBgn0038551,3R,17808972,17809472,-,501,393,816,138,784.431138,169.117647,4.63837542
FBgn0004896,2R,22867909,22868409,+,501,3,1548,2,5.98802395,1.29198966,4.63473054
FBgn0037980,3R,12016781,12017281,-,501,296,1089,139,590.818363,127.640037,4.62878559
FBgn0262731,4,467247,467747,+,501,192,2980,247,383.233533,82.885906,4.62362724
FBgn0052079,3L,11025311,11025811,+,501,9,772,3,17.9640719,3.88601036,4.62275449
FBgn0050404,2R,21719713,21720213,-,501,549,2184,518,1095.80838,237.179487,4.62016508
FBgn0030339,X,11839358,11839858,+,501,31,896,12,61.8762475,13.3928571,4.62009315
FBgn0037719,3R,9590752,9591252,-,501,411,535,95,820.359281,177.570093,4.61991806
FBgn0039768,3R,30428570,30429070,+,501,6,1543,4,11.9760479,2.59235256,4.61976048
FBgn0037653,3R,9006206,9006706,+,501,647,575,161,1291.41717,280,4.61220416
FBgn0036771,3L,17907893,17908393,+,501,252,541,59,502.994012,109.057301,4.61219933
FBgn0028997,3R,9679689,9680189,+,501,176,564,43,351.297405,76.2411348,4.6077148
FBgn0266284,X,1463970,1464470,-,501,404,1377,241,806.387226,175.018155,4.607449
FBgn0004926,3L,12526481,12526981,-,501,917,639,254,1830.33932,397.496088,4.60467254
FBgn0032692,2L,18615856,18616356,-,501,6,768,2,11.9760479,2.60416667,4.5988024
FBgn0085433,3R,15367415,15367915,-,501,112,2880,140,223.552894,48.6111111,4.5988024
FBgn0262166,2R,16196083,16196583,-,501,382,1272,211,762.47505,165.880503,4.59653205
FBgn0038611,3R,18384822,18385322,-,501,12,2493,13,23.9520958,5.21460088,4.59327499
FBgn0036152,3L,11295669,11296169,-,501,53,6984,161,105.788423,23.0526919,4.58898352
FBgn0025632,X,2041618,2042118,+,501,393,12547,2145,784.431138,170.957201,4.58846503
FBgn0031495,2L,3030289,3030789,+,501,199,762,66,397.205589,86.6141732,4.58591907
FBgn0029672,X,3573372,3573872,-,501,362,1167,184,722.55489,157.669237,4.58272585
FBgn0267228,X,5899739,5900239,-,501,72,16510,518,143.712575,31.3749243,4.58049153
FBgn0033876,2R,13846005,13846505,-,501,65,3495,99,129.740519,28.3261803,4.58023347
FBgn0266322,2L,73586,74086,-,501,430,1798,337,858.283433,187.430478,4.57920953
FBgn0002921,3R,20948464,20948964,+,501,731,26526,8453,1459.08184,318.668476,4.57868269
FBgn0035538,3L,4380137,4380637,-,501,17,11739,87,33.9321357,7.41119346,4.57849818
FBgn0050443,2R,6652967,6653467,+,501,264,1051,121,526.946108,115.128449,4.57702776
FBgn0030963,X,18830341,18830841,+,501,490,533,114,978.043912,213.883677,4.57278426
FBgn0036906,3L,19801041,19801541,-,501,233,1317,134,465.06986,101.746393,4.57087318
FBgn0021906,2L,1613910,1614410,-,501,685,732,219,1367.26547,299.180328,4.57003801
FBgn0031799,2L,6338421,6338921,-,501,214,4791,448,427.145709,93.5086621,4.56798011
FBgn0037773,3R,10001026,10001526,-,501,199,506,44,397.205589,86.9565217,4.56786427
FBgn0037578,3R,8343266,8343766,-,501,270,856,101,538.922156,117.990654,4.56749867
FBgn0035763,3L,7328592,7329092,-,501,590,1570,405,1177.64471,257.961783,4.56519061
FBgn0039089,3R,23557162,23557662,+,501,19,21666,180,37.9241517,8.30794794,4.56480373
FBgn0283503,3L,14049642,14050142,-,501,190,5199,432,379.241517,83.0929025,4.56406631
FBgn0035708,3L,6609075,6609575,+,501,26,8789,100,51.8962076,11.3778587,4.56115768
FBgn0005355,3R,12691218,12691718,-,501,379,596,99,756.487026,166.107383,4.55420472
FBgn0011335,3L,12115851,12116351,+,501,296,955,124,590.818363,129.842932,4.55025433
FBgn0039175,3R,24252429,24252929,-,501,325,1220,174,648.702595,142.622951,4.54837452
FBgn0024754,2R,15569154,15569654,-,501,268,2134,251,534.93014,117.619494,4.54797179
FBgn0035777,3L,7390492,7390992,+,501,8,4272,15,15.9680639,3.51123596,4.54770459
FBgn0266570,X,4319188,4319688,+,501,364,1308,209,726.546906,159.785933,4.54700169
FBgn0039566,3R,27963165,27963665,+,501,205,2544,229,409.181637,90.0157233,4.54566849
FBgn0033387,2R,9161186,9161686,-,501,9,2530,10,17.9640719,3.95256917,4.54491018
FBgn0264871,3R,22552437,22552937,-,501,22,1656,16,43.9121756,9.66183575,4.54491018
FBgn0030699,X,15844226,15844726,+,501,257,2383,269,512.974052,112.882921,4.54430173
FBgn0263351,3R,22462205,22462705,+,501,406,1149,205,810.379242,178.416014,4.54207682
FBgn0039580,3R,28339515,28340015,-,501,332,1747,255,662.674651,145.964511,4.53997104
FBgn0030289,X,11347751,11348251,-,501,267,2496,293,532.934132,117.387821,4.539944
FBgn0035099,3L,146183,146683,+,501,203,1624,145,405.189621,89.2857143,4.53812375
FBgn0051533,3R,14157181,14157681,-,501,4,1704,3,7.98403194,1.76056338,4.53493014
FBgn0011745,3R,12691493,12691993,+,501,375,1490,246,748.502994,165.100671,4.5336157
FBgn0265873,X,15081005,15081505,-,501,28,2758,34,55.8882236,12.3277737,4.53352119
FBgn0004648,X,496196,496696,+,501,564,11627,2889,1125.7485,248.473381,4.53066038
FBgn0263979,3R,15225326,15225826,+,501,514,989,224,1025.9481,226.491405,4.52974408
FBgn0013720,X,1470416,1470916,+,501,495,660,144,988.023952,218.181818,4.52844311
FBgn0039681,3R,29682028,29682528,-,501,59,1038,27,117.764471,26.0115607,4.52738967
FBgn0038461,3R,16991628,16992128,-,501,283,545,68,564.870259,124.770642,4.52726899
FBgn0029113,3L,8127568,8128068,-,501,547,1492,360,1091.81637,241.286863,4.52497228
FBgn0034756,2R,22654280,22654780,-,501,52,958,22,103.792415,22.9645094,4.5196879
FBgn0038256,3R,14731259,14731759,-,501,1238,5750,3144,2471.05788,546.782609,4.51926935
FBgn0038037,3R,12405778,12406278,-,501,79,1689,59,157.684631,34.9319124,4.51405663
FBgn0027584,3R,11160957,11161457,+,501,7,1292,4,13.9720559,3.09597523,4.51297405
FBgn0031957,2L,7860589,7861089,-,501,6,1883,5,11.9760479,2.65533723,4.51017964
FBgn0034903,2R,23798145,23798645,-,501,25,43919,486,49.9001996,11.0658257,4.50939684
FBgn0035203,3L,1302694,1303194,+,501,665,774,228,1327.34531,294.573643,4.50598802
FBgn0030438,X,12970461,12970961,+,501,4,2257,4,7.98403194,1.77226407,4.50499002
FBgn0011638,2L,20349762,20350262,-,501,535,620,147,1067.86427,237.096774,4.50391734
FBgn0003714,X,2443726,2444226,-,501,265,664,78,528.942116,117.46988,4.50278929
FBgn0032449,2L,12700496,12700996,-,501,68,829,25,135.728543,30.1568154,4.50075848
FBgn0026428,X,15333060,15333560,+,501,76,6051,204,151.696607,33.7134358,4.49958906
FBgn0037414,3R,6248744,6249244,+,501,12,1690,9,23.9520958,5.32544379,4.49767132
FBgn0027378,3R,15277859,15278359,-,501,474,670,141,946.107784,210.447761,4.49568947
FBgn0035483,3L,4021207,4021707,+,501,153,1045,71,305.389222,67.9425837,4.49481319
FBgn0031869,2L,6942564,6943064,-,501,17,9270,70,33.9321357,7.55124056,4.49358426
FBgn0285879,X,16148727,16149227,-,501,24,29911,319,47.9041916,10.6649728,4.49173127
FBgn0011566,X,2608626,2609126,-,501,233,1197,124,465.06986,103.592314,4.48942438
FBgn0061469,3L,11210333,11210833,-,501,305,3162,429,608.782435,135.673624,4.4871097
FBgn0051371,3R,30503256,30503756,-,501,13,1383,8,25.9481038,5.78452639,4.48577844
FBgn0261403,2R,5307038,5307538,+,501,163,21268,1543,325.349301,72.5503103,4.48446464
FBgn0035623,3L,5604540,5605040,+,501,8,1401,5,15.9680639,3.56887937,4.4742515
FBgn0034814,2R,23064010,23064510,-,501,327,514,75,652.694611,145.914397,4.47313373
FBgn0011207,2L,9700560,9701060,+,501,926,7074,2923,1848.30339,413.20328,4.4731092
FBgn0034308,2R,18160470,18160970,+,501,279,3027,377,556.886228,124.545755,4.47133849
FBgn0039349,3R,25626674,25627174,-,501,204,1120,102,407.185629,91.0714286,4.47105788
FBgn0035766,3L,7339090,7339590,-,501,454,2899,588,906.187625,202.828562,4.46775157
FBgn0003076,3L,16128281,16128781,-,501,204,1514,138,407.185629,91.1492734,4.46723943
FBgn0063670,3L,27083656,27084156,-,501,998,816,364,1992.01597,446.078431,4.46561821
FBgn0035006,2R,24452790,24453290,-,501,7,957,3,13.9720559,3.13479624,4.45708583
FBgn0051989,2L,5525655,5526155,+,501,184,9054,747,367.265469,82.5049702,4.45143448
FBgn0285962,2R,9874822,9875322,-,501,1197,9563,5133,2389.22156,536.756248,4.45122263
FBgn0029867,X,6346853,6347353,+,501,334,1134,170,666.666667,149.911817,4.44705882
FBgn0001185,2L,16676935,16677435,+,501,102,1507,69,203.592814,45.7863305,4.44658509
FBgn0015509,2R,7916606,7917106,+,501,458,3724,766,914.171657,205.692803,4.44435411
FBgn0002552,2R,8914274,8914774,+,501,248,2711,302,495.00998,111.398008,4.44361608
FBgn0016797,3L,19235123,19235623,-,501,269,93399,11286,536.926148,120.836412,4.44341355
FBgn0024733,3L,23095221,23095721,-,501,1913,1282,1102,3818.36327,859.594384,4.44205237
FBgn0000283,3R,15274991,15275491,-,501,484,3810,829,966.067864,217.585302,4.43995002
FBgn0037240,3R,4381056,4381556,+,501,637,4713,1350,1271.45709,286.441757,4.43879796
FBgn0037419,3R,6278281,6278781,+,501,12,2965,16,23.9520958,5.39629005,4.43862275
FBgn0262855,3L,21220150,21220650,+,501,31,1719,24,61.8762475,13.9616056,4.43188623
FBgn0263600,3L,15987565,15988065,-,501,373,2494,419,744.510978,168.003208,4.43152835
FBgn0037949,3R,11786764,11787264,-,501,95,4884,209,189.620758,42.7927928,4.43113772
FBgn0039696,3R,29799104,29799604,-,501,172,2658,206,343.313373,77.5018811,4.42974246
FBgn0286831,X,6756072,6756572,+,501,446,13391,2692,890.219561,201.030543,4.42828014
FBgn0039733,3R,29997650,29998150,+,501,456,856,176,910.179641,205.607477,4.4267828
FBgn0004110,3R,21378727,21379227,+,501,10,1994,9,19.9600798,4.51354062,4.42226658
FBgn0011705,2L,8989289,8989789,-,501,678,2604,797,1353.29341,306.067588,4.42155088
FBgn0030474,X,13338068,13338568,+,501,191,1692,146,381.237525,86.2884161,4.41817734
FBgn0034497,2R,20280877,20281377,-,501,25,1062,12,49.9001996,11.299435,4.41616766
FBgn0039601,3R,28819418,28819918,-,501,295,1327,177,588.822355,133.383572,4.41450432
FBgn0037758,3R,9800776,9801276,-,501,189,2258,193,377.245509,85.4738707,4.41357699
FBgn0035227,3L,1533784,1534284,-,501,88,9621,383,175.648703,39.8087517,4.41231375
FBgn0030992,X,19183171,19183671,+,501,17,2858,22,33.9321357,7.69769069,4.40809291
FBgn0051720,2L,10238067,10238567,-,501,181,2733,224,361.277445,81.9612148,4.4079074
FBgn0003330,3R,27681779,27682279,-,501,387,599,105,772.45509,175.292154,4.40667237
FBgn0028996,4,607399,607899,-,501,18,8095,66,35.9281437,8.15318098,4.40664126
FBgn0034748,2R,22635692,22636192,-,501,160,924,67,319.361277,72.5108225,4.40432568
FBgn0029094,3L,19618644,19619144,+,501,651,505,149,1299.4012,295.049505,4.40401077
FBgn0037655,3R,9014659,9015159,-,501,612,3628,1007,1221.55689,277.563396,4.40100137
FBgn0052088,3L,11728098,11728598,+,501,33,2669,40,65.8682635,14.9868865,4.39505988
FBgn0015615,X,16593189,16593689,-,501,195,3444,305,389.221557,88.5598142,4.39501325
FBgn0266000,X,4937855,4938355,-,501,1002,10442,4752,2000,455.085233,4.39478114
FBgn0052581,X,15798912,15799412,-,501,235,1255,134,469.061876,106.772908,4.39307951
FBgn0013342,3L,1637502,1638002,-,501,34,6405,99,67.8642715,15.4566745,4.39061271
FBgn0037924,3R,11628509,11629009,+,501,311,3448,488,620.758483,141.531323,4.38601486
FBgn0037834,3R,10787976,10788476,-,501,642,746,218,1281.43713,292.225201,4.38510136
FBgn0260456,2R,24668093,24668593,-,501,324,1186,175,646.706587,147.554806,4.38282293
FBgn0263977,3R,3734605,3735105,+,501,589,9452,2537,1175.6487,268.408802,4.38006761
FBgn0036133,3L,11109440,11109940,+,501,252,1428,164,502.994012,114.845938,4.37972835
FBgn0033122,2R,6985793,6986293,+,501,210,1880,180,419.161677,95.7446809,4.37791084
FBgn0028292,X,9255918,9256418,+,501,194,2035,180,387.225549,88.4520885,4.37779996
FBgn0036254,3L,12136456,12136956,-,501,128,1936,113,255.489022,58.3677686,4.37722785
FBgn0051454,3R,8521408,8521908,+,501,94,863,37,187.62475,42.8736964,4.37622053
FBgn0001983,2L,15425330,15425830,-,501,70,1284,41,139.720559,31.9314642,4.37563897
FBgn0004391,X,15462191,15462691,-,501,127,5898,342,253.493014,57.9857579,4.37164268
FBgn0030101,X,9196164,9196664,-,501,342,665,104,682.634731,156.390977,4.364924
FBgn0031428,2L,2420580,2421080,+,501,135,2818,174,269.461078,61.7459191,4.36403056
FBgn0005649,3R,24048015,24048515,-,501,592,4210,1140,1181.63673,270.783848,4.3637637
FBgn0035715,3L,6756247,6756747,-,501,441,1481,299,880.239521,201.890614,4.35998238
FBgn0261085,X,13358998,13359498,+,501,19,7932,69,37.9241517,8.698941,4.35962857
FBgn0034136,2R,16564988,16565488,-,501,10,5672,26,19.9600798,4.58392102,4.35436819
FBgn0019661,X,3862447,3862947,-,501,81,4468,166,161.676647,37.1530886,4.35163408
FBgn0004378,3L,1245660,1246160,-,501,271,3343,416,540.918164,124.439127,4.34684957
FBgn0025634,X,644511,645011,+,501,358,626,103,714.570858,164.536741,4.3429258
FBgn0030959,X,18787960,18788460,-,501,462,1069,227,922.155689,212.347989,4.34266269
FBgn0027518,3R,29744842,29745342,-,501,163,2121,159,325.349301,74.9646393,4.34003691
FBgn0029843,X,6090955,6091455,+,501,41,11767,222,81.8363273,18.8663211,4.33769398
FBgn0260658,X,3930328,3930828,-,501,21,38082,368,41.9161677,9.66335802,4.33763994
FBgn0034709,2R,22202421,22202921,-,501,1782,11855,9724,3556.88623,820.244623,4.3363725
FBgn0027794,X,1460367,1460867,-,501,215,2443,242,429.141717,99.0585346,4.33220336
FBgn0014028,2R,6807376,6807876,+,501,591,547,149,1179.64072,272.394881,4.33062734
FBgn0033405,2R,9389217,9389717,-,501,8,79172,292,15.9680639,3.68817259,4.32953272
FBgn0029826,X,5947910,5948410,+,501,93,1049,45,185.628743,42.8979981,4.32721224
FBgn0029525,X,487331,487831,-,501,168,3805,295,335.329341,77.5295664,4.32518015
FBgn0035916,3L,8623651,8624151,-,501,163,863,65,325.349301,75.3186559,4.31963765
FBgn0015033,3L,7495929,7496429,-,501,8,1623,6,15.9680639,3.69685767,4.31936128
FBgn0034371,2R,18657972,18658472,-,501,231,16361,1747,461.077844,106.778314,4.31808507
FBgn0020255,X,11148466,11148966,-,501,1030,2865,1365,2055.88822,476.439791,4.31510605
FBgn0029723,X,4707666,4708166,+,501,17,20572,162,33.9321357,7.87478126,4.30896232
FBgn0036662,3L,16782760,16783260,+,501,218,1237,125,435.129741,101.05093,4.30604391
FBgn0037709,3R,9555535,9556035,+,501,187,992,86,373.253493,86.6935484,4.30543564
FBgn0037778,3R,10045324,10045824,+,501,182,687,58,363.273453,84.4250364,4.30291142
FBgn0028940,2L,13977052,13977552,+,501,17,1268,10,33.9321357,7.88643533,4.30259481
FBgn0037676,3R,9328261,9328761,-,501,25,33870,393,49.9001996,11.6031887,4.30055919
FBgn0035914,3L,8604407,8604907,+,501,10,11418,53,19.9600798,4.64179366,4.30007909
FBgn0017457,2L,294431,294931,-,501,584,723,196,1165.66866,271.092669,4.29989002
FBgn0031142,X,21025638,21026138,-,501,56,1499,39,111.776447,26.0173449,4.29622806
FBgn0051933,2L,1823081,1823581,-,501,14,1076,7,27.9441118,6.50557621,4.29540918
FBgn0038146,3R,13388459,13388959,-,501,410,2062,393,818.363273,190.591659,4.29380425
FBgn0038606,3R,18360478,18360978,-,501,18,28797,241,35.9281437,8.36892732,4.29304048
FBgn0024285,2L,9912661,9913161,+,501,400,1134,211,798.403194,186.067019,4.29094418
FBgn0264711,3L,21644708,21645208,+,501,15,20349,142,29.9401198,6.97822989,4.2905035
FBgn0025815,X,6674137,6674637,+,501,360,1790,300,718.562874,167.597765,4.28742515
FBgn0043792,2R,24937227,24937727,-,501,15,7731,54,29.9401198,6.98486612,4.28642715
FBgn0032105,2L,9252868,9253368,-,501,365,647,110,728.542914,170.015456,4.28515696
FBgn0037382,3R,5821190,5821690,-,501,159,1647,122,317.365269,74.0740741,4.28443114
FBgn0051028,3R,30170957,30171457,-,501,18,3577,30,35.9281437,8.38691641,4.28383234
FBgn0264954,X,3802066,3802566,+,501,15,7725,54,29.9401198,6.99029126,4.28310047
FBgn0033925,2R,14357031,14357531,-,501,389,513,93,776.447106,181.28655,4.28298242
FBgn0262739,2R,13957839,13958339,-,501,503,13703,3216,1003.99202,234.693133,4.2778926
FBgn0023130,X,1695639,1696139,-,501,445,1275,265,888.223553,207.843137,4.27352841
FBgn0026372,3L,1668404,1668904,-,501,1220,1367,779,2435.12974,569.86101,4.27319943
FBgn0053294,3R,4186713,4187213,+,501,48,8248,185,95.8083832,22.4296799,4.27150024
FBgn0040011,2L,22578822,22579322,+,501,228,5772,615,455.08982,106.548857,4.27118446
FBgn0033708,2R,12301990,12302490,-,501,6,2494,7,11.9760479,2.80673617,4.26689478
FBgn0003139,X,6372665,6373165,-,501,344,851,137,686.626747,160.987074,4.26510483
FBgn0034085,2R,16178057,16178557,-,501,10,6196,29,19.9600798,4.68043899,4.2645743
FBgn0051357,3R,24829709,24830209,-,501,207,681,66,413.173653,96.9162996,4.26320087
FBgn0020429,2L,5559092,5559592,+,501,25,3161,37,49.9001996,11.7051566,4.26309543
FBgn0010197,2L,11148851,11149351,-,501,16,9343,70,31.9361277,7.49224018,4.26256059
FBgn0041210,X,13285382,13285882,-,501,129,21946,1326,257.48503,60.4210334,4.26151317
FBgn0025830,2R,16850187,16850687,+,501,236,2668,295,471.057884,110.569715,4.26027944
FBgn0285947,X,19597781,19598281,+,501,1400,776,509,2794.41118,655.927835,4.2602418
FBgn0030659,X,15582624,15583124,-,501,341,945,151,680.638723,159.78836,4.25962644
FBgn0052850,4,314673,315173,+,501,147,15465,1066,293.413174,68.9298416,4.25669299
FBgn0000808,X,11987514,11988014,-,501,205,1611,155,409.181637,96.213532,4.25284914
FBgn0034221,2R,17453149,17453649,+,501,16,1331,10,31.9361277,7.51314801,4.2506986
FBgn0027329,X,15746398,15746898,+,501,580,1324,361,1157.68463,272.65861,4.24591261
FBgn0033639,2R,11651366,11651866,-,501,750,9140,3226,1497.00599,352.954048,4.24136228
FBgn0010417,3L,19598838,19599338,+,501,169,1295,103,337.325349,79.5366795,4.24112939
FBgn0034527,2R,20618253,20618753,+,501,449,1579,334,896.207585,211.526282,4.23686161
FBgn0030969,X,18857953,18858453,+,501,278,870,114,554.89022,131.034483,4.23468852
FBgn0034707,2R,22182888,22183388,+,501,197,1755,163,393.213573,92.8774929,4.23367988
FBgn0030314,X,11573481,11573981,+,501,249,1422,167,497.005988,117.440225,4.23199111
FBgn0040066,X,2585730,2586230,+,501,327,1238,191,652.694611,154.281099,4.2305546
FBgn0000447,3R,8652666,8653166,-,501,610,526,152,1217.56487,288.973384,4.21341527
FBgn0039902,4,313837,314337,-,501,613,2158,627,1223.55289,290.546803,4.21120757
FBgn0022774,3L,19649601,19650101,-,501,326,1572,243,650.698603,154.580153,4.20945763
FBgn0016978,2L,6971487,6971987,-,501,468,2027,450,934.131737,222.00296,4.20774451
FBgn0243511,3R,20021454,20021954,+,501,148,3779,266,295.409182,70.3889918,4.19680939
FBgn0039300,3R,25247264,25247764,-,501,1253,560,334,2500.998,596.428571,4.19329007
FBgn0028402,3L,21031575,21032075,+,501,359,737,126,716.566866,170.963365,4.19134746
FBgn0019890,2L,13904411,13904911,-,501,273,4834,629,544.91018,130.119983,4.18775168
FBgn0030514,X,13721727,13722227,-,501,228,2244,244,455.08982,108.734403,4.18533425
FBgn0029176,3R,29219922,29220422,+,501,1535,938,687,3063.87226,732.409382,4.18327828
FBgn0038676,3R,19033288,19033788,+,501,13,10156,63,25.9481038,6.20322962,4.18299908
FBgn0030753,X,16441183,16441683,+,501,236,2935,331,471.057884,112.776831,4.17690299
FBgn0020415,2L,16447080,16447580,+,501,484,2179,504,966.067864,231.298761,4.17671007
FBgn0033225,2R,7811778,7812278,-,501,378,961,174,754.491018,181.061394,4.16704522
FBgn0011785,3R,24318750,24319250,+,501,569,8620,2352,1135.72854,272.853828,4.16240648
